"Sample ID","Sample top depth (m)","Sample bottom depth (m)","Sample Top Date (BP 1950)","Sample Bottom Date (BP 1950)","Mid Depth Date","Cl (µEq/L)","NO3 (µEq/L)","SO4 (µEq/L)","Na (µEq/L)","Mg (µEq/L)","nssSO4 (µEq/L)"
"DSS419-24",451.51,451.54,769.719,769.81,769.765,1.862,0.302,0.469,1.43,0.703,0.344
"DSS419-25",451.54,451.57,769.81,769.9,769.855,1.642,0.526,0.907,1.466,0.401,0.779
"DSS419-26",451.57,451.61,769.9,770.015,769.958,0.624,0.549,1.015,0.653,0.179,0.958
"DSS419-27",451.62,451.65,770.037,770.103,770.07,0.084,0.476,0.495,0.168,0.065,0.48
"DSS419-28",451.65,451.68,770.103,770.168,770.136,0.212,0.506,0.447,0.273,0.147,0.423
"DSS419-29",451.68,451.71,770.168,770.234,770.201,5.261,0.28,0.834,4.772,0.952,0.419
"DSS419-30",451.71,451.74,770.234,770.3,770.267,5.441,0.206,0.437,4.94,1.12,0.007
"DSS419-31",451.74,451.77,770.3,770.365,770.333,1.803,0.327,0.334,1.592,0.739,0.195
"DSS419-32",451.77,451.8,770.365,770.431,770.398,1.231,0.405,0.314,1.228,0.342,0.207
"DSS419-33",451.8,451.83,770.431,770.497,770.464,2.338,0.256,0.321,1.765,0.789,0.167
"DSS419-34",451.83,451.86,770.497,770.562,770.53,5.368,0.358,0.643,4.715,1.116,0.232
"DSS419-35",451.86,451.9,770.562,770.65,770.606,0.274,0.341,0.179,0.416,0.181,0.142
"DSS420-4",451.91,451.94,770.672,770.737,770.705,1.134,0.276,0.237,0.874,0.264,0.161
"DSS420-5",451.94,451.97,770.737,770.803,770.77,2.896,0.355,0.678,2.3,0.613,0.477
"DSS420-6",451.97,452,770.803,770.869,770.836,6.262,0.244,1.692,5.274,1.44,1.233
"DSS420-7",452,452.03,770.869,770.934,770.902,3.194,0.384,1.279,2.648,0.748,1.048
"DSS420-8",452.03,452.06,770.934,771,770.967,1.424,0.349,0.65,1.64,0.251,0.507
"DSS420-9",452.06,452.09,771,771.083,771.042,0.817,0.429,1.631,0.6,0.151,1.579
"DSS420-10",452.09,452.12,771.083,771.165,771.124,1.005,0.376,0.886,0.928,0.211,0.805
"DSS420-11",452.12,452.15,771.165,771.248,771.207,2.567,0.374,0.769,2.278,0.696,0.571
"DSS420-12",452.15,452.18,771.248,771.331,771.29,2.931,0.253,0.63,2.164,0.783,0.441
"DSS420-13",452.18,452.21,771.331,771.413,771.372,5.211,0.27,0.673,4.295,1.154,0.299
"DSS420-14",452.21,452.24,771.413,771.496,771.455,7.149,0.246,0.833,6.026,1.461,0.308
"DSS420-15",452.24,452.27,771.496,771.578,771.537,11.529,0.296,1.212,9.889,2.36,0.35
"DSS420-16",452.27,452.3,771.578,771.661,771.62,7.393,0.195,0.729,8.439,1.981,-0.006
"DSS420-17",452.3,452.33,771.661,771.744,771.703,4.66,0.211,0.485,3.865,1.093,0.148
"DSS420-18",452.33,452.36,771.744,771.826,771.785,1.576,0.424,0.747,1.349,0.551,0.63
"DSS420-19",452.36,452.39,771.826,771.909,771.868,0.561,0.346,0.581,0.566,0.138,0.532
"DSS420-20",452.39,452.42,771.909,771.992,771.951,0.386,0.393,0.612,0.341,0.098,0.582
"DSS420-21",452.42,452.45,771.992,772.078,772.035,0.105,0.486,0.931,0.131,0.039,0.919
"DSS420-22",452.45,452.48,772.078,772.164,772.121,3.287,0.644,1.836,2.358,0.977,1.63
"DSS420-23",452.495,452.525,772.207,772.293,772.25,3.474,0.325,0.594,2.579,1.078,0.369
"DSS420-24",452.525,452.555,772.293,772.379,772.336,5.986,0.289,0.6,5.089,1.114,0.157
"DSS420-25",452.555,452.585,772.379,772.465,772.422,5.299,0.243,0.725,4.489,1.412,0.334
"DSS420-26",452.585,452.615,772.465,772.552,772.509,7.393,0.22,0.669,6.221,1.565,0.127
"DSS420-27",452.615,452.645,772.552,772.638,772.595,8.438,0.206,1.14,7.485,1.873,0.488
"DSS420-28",452.645,452.675,772.638,772.724,772.681,2.847,0.349,0.557,2.092,0.829,0.375
"DSS420-29",452.675,452.705,772.724,772.81,772.767,1.284,0.514,0.5,0.985,0.351,0.414
"DSS420-30",452.705,452.735,772.81,772.897,772.854,1.123,0.415,0.781,0.783,0.219,0.713
"DSS420-31",452.735,452.765,772.897,772.983,772.94,1.158,0.544,1.364,0.84,0.197,1.291
"DSS420-32",452.765,452.795,772.983,773.053,773.018,1.351,0.425,0.834,1.025,0.272,0.744
"DSS420-33",452.795,452.835,773.053,773.142,773.098,0.742,0.418,0.44,0.6,0.177,0.388
"DSS420-34",452.835,452.88,773.142,773.242,773.192,1.999,0.366,0.545,1.664,0.428,0.4
"DSS421-4",452.89,452.92,773.264,773.331,773.298,2.832,0.346,0.421,2.244,0.571,0.226
"DSS421-5",452.92,452.95,773.331,773.398,773.365,4.266,0.37,0.451,3.65,0.865,0.133
"DSS421-6",452.95,452.98,773.398,773.464,773.431,4.652,0.422,0.489,3.99,1.004,0.141
"DSS421-7",452.98,453.01,773.464,773.531,773.498,2.198,0.482,0.256,1.449,0.665,0.13
"DSS421-8",453.01,453.04,773.531,773.598,773.565,6.308,0.325,0.654,5.761,1.259,0.153
"DSS421-9",453.04,453.07,773.598,773.664,773.631,8.736,0.248,0.91,7.873,1.73,0.224
"DSS421-10",453.07,453.1,773.664,773.731,773.698,2.899,0.294,0.539,2.105,0.991,0.356
"DSS421-11",453.1,453.13,773.731,773.798,773.765,1.794,0.275,0.693,1.666,0.435,0.548
"DSS421-12",453.13,453.16,773.798,773.864,773.831,0.412,0.568,0.545,0.295,0.109,0.519
"DSS421-13",453.16,453.19,773.864,773.931,773.898,0.478,0.381,0.647,0.361,0.102,0.615
"DSS421-14",453.19,453.22,773.931,773.998,773.965,1.101,0.354,0.725,0.944,0.256,0.643
"DSS421-15",453.22,453.25,773.998,774.073,774.036,0.667,0.605,0.559,0.503,0.205,0.515
"DSS421-16",453.25,453.28,774.073,774.148,774.111,1.304,0.451,0.721,1.037,0.276,0.631
"DSS421-17",453.28,453.31,774.148,774.223,774.186,1.47,0.379,0.641,1.214,0.321,0.535
"DSS421-18",453.31,453.34,774.223,774.298,774.261,4.095,0.233,0.636,3.515,0.78,0.329
"DSS421-19",453.34,453.37,774.298,774.373,774.336,5.18,0.276,0.672,4.232,1.224,0.303
"DSS421-20",453.37,453.4,774.373,774.449,774.411,9.099,0.325,0.908,7.351,2.25,0.268
"DSS421-21",453.4,453.43,774.449,774.524,774.487,15.23,0.307,1.239,13.209,2.437,0.088
"DSS421-22",453.43,453.46,774.524,774.599,774.562,9.019,0.26,0.555,6.801,2.586,-0.037
"DSS421-23",453.46,453.49,774.599,774.674,774.637,9.472,0.296,1.025,8.243,1.993,0.307
"DSS421-24",453.49,453.52,774.674,774.749,774.712,3.343,0.25,0.317,2.307,1.253,0.116
"DSS421-25",453.52,453.55,774.749,774.825,774.787,3.727,0.218,0.451,3.235,0.744,0.169
"DSS421-26",453.55,453.58,774.825,774.9,774.863,2.197,0.377,0.74,1.899,0.593,0.575
"DSS421-27",453.58,453.61,774.9,774.975,774.938,1.158,0.488,0.944,1.065,0.233,0.851
"DSS421-28",453.61,453.64,774.975,775.037,775.006,2.119,0.45,0.948,1.951,0.275,0.778
"DSS421-29",453.64,453.67,775.037,775.092,775.065,1.484,0.482,0.828,1.375,0.374,0.708
"DSS421-30",453.67,453.7,775.092,775.147,775.12,4.55,0.286,1.017,3.89,1.139,0.678
"DSS421-31",453.7,453.73,775.147,775.203,775.175,4.491,0.3,0.742,3.933,1.038,0.4
"DSS421-32",453.73,453.76,775.203,775.258,775.231,4.651,0.487,1.023,5.077,1.788,0.58
"DSS421-33",453.76,453.79,775.258,775.313,775.286,3.876,0.449,0.471,3.14,0.976,0.197
"DSS421-34",453.79,453.82,775.313,775.368,775.341,"NaN","NaN","NaN","NaN","NaN","NaN"
"DSS422-4",453.83,453.86,775.387,775.442,775.415,1.147,0.492,0.25,0.787,0.165,0.182
"DSS422-5",453.86,453.89,775.442,775.497,775.47,0.79,0.52,0.358,2.051,0.254,0.18
"DSS422-6",453.89,453.925,775.497,775.562,775.53,2.683,0.236,0.378,2.658,0.628,0.147
"DSS422-7",453.925,453.96,775.562,775.626,775.594,3.667,0.21,0.453,3.449,0.878,0.153
"DSS422-8",453.97,454,775.645,775.7,775.673,5.455,0.19,0.379,4.468,1.204,-0.01
"DSS422-9",454,454.03,775.7,775.755,775.728,4.558,0.262,0.715,3.694,1.101,0.393
"DSS422-10",454.03,454.06,775.755,775.81,775.783,0.796,0.224,0.44,0.689,0.295,0.38
"DSS422-11",454.06,454.09,775.81,775.866,775.838,0.512,0.354,0.652,5.602,0.112,0.164
"DSS422-12",454.09,454.13,775.866,775.939,775.903,1.374,0.345,0.723,1.601,0.231,0.584
"DSS422-13",454.13,454.17,775.939,776.017,775.978,1.575,0.133,0.777,1.368,0.348,0.658
"DSS422-14",454.18,454.21,776.041,776.115,776.078,0.416,0.132,0.329,0.418,0.117,0.292
"DSS422-15",454.21,454.24,776.115,776.188,776.152,1.238,0.488,0.609,0.87,0.286,0.533
"DSS422-16",454.24,454.27,776.188,776.261,776.225,1.349,0.387,0.477,1.026,0.26,0.387
"DSS422-17",454.27,454.3,776.261,776.334,776.298,1.435,0.174,0.225,1.231,0.356,0.118
"DSS422-18",454.3,454.33,776.334,776.407,776.371,2.5,0.173,0.241,1.937,0.449,0.072
"DSS422-19",454.33,454.36,776.407,776.48,776.444,4.419,0.3,0.536,4.283,0.792,0.163
"DSS422-20",454.36,454.39,776.48,776.554,776.517,4.258,0.373,0.403,3.742,0.845,0.077
"DSS422-21",454.39,454.42,776.554,776.627,776.591,2.16,0.346,0.268,1.868,0.59,0.105
"DSS422-22",454.42,454.45,776.627,776.7,776.664,9.509,0.267,0.643,8.48,1.232,-0.095
"DSS422-23",454.45,454.48,776.7,776.773,776.737,1.423,0.168,0.261,2.258,1.204,0.065
"DSS422-24",454.48,454.51,776.773,776.846,776.81,0.806,0.399,0.632,0.865,0.267,0.557
"DSS422-25",454.51,454.54,776.846,776.919,776.883,3.141,0.52,1.105,2.693,0.66,0.87
"DSS422-26",454.54,454.57,776.919,776.993,776.956,1.211,0.703,1.96,1.055,0.285,1.868
"DSS422-27",454.57,454.6,776.993,777.088,777.041,1.254,0.311,1.848,0.732,0.086,1.784
"DSS422-28",454.6,454.63,777.088,777.186,777.137,3.407,0.403,1.818,3.138,0.999,1.544
"DSS422-29",454.63,454.66,777.186,777.283,777.235,2.786,0.348,0.608,2.579,0.723,0.383
"DSS422-30",454.66,454.69,777.283,777.381,777.332,5.778,0.345,0.781,5.789,1.144,0.277
"DSS422-31",454.69,454.72,777.381,777.479,777.43,5.726,0.291,0.68,4.919,1.199,0.251
"DSS422-32",454.72,454.75,777.479,777.577,777.528,2.862,0.348,0.42,2.342,0.791,0.216
"DSS422-33",454.75,454.78,777.577,777.674,777.626,3.845,0.185,0.321,3.034,0.689,0.057
"DSS422-34",454.78,454.81,777.674,777.772,777.723,2.496,0.418,0.536,1.863,0.599,0.374
"DSS423-4",454.82,454.85,777.805,777.902,777.854,0.742,0.404,0.849,0.719,0.174,0.786
"DSS423-5",454.85,454.88,777.902,778,777.951,0.31,0.405,0.715,0.496,0.117,0.672
"DSS423-6",454.88,454.91,778,778.079,778.04,1.669,0.593,1.198,1.483,0.383,1.069
"DSS423-7",454.91,454.94,778.079,778.157,778.118,9.472,0.303,1.866,8.244,1.872,1.148
"DSS423-8",454.94,454.97,778.157,778.236,778.197,9.383,0.228,1.69,8.392,2.002,0.959
"DSS423-9",454.97,455,778.236,778.314,778.275,5.85,0.283,0.791,4.758,1.137,0.377
"DSS423-10",455,455.03,778.314,778.393,778.354,5.059,0.251,0.91,4.743,0.966,0.497
"DSS423-11",455.03,455.06,778.393,778.471,778.432,2.21,0.348,0.674,2.012,0.634,0.498
"DSS423-12",455.06,455.09,778.471,778.55,778.511,2.405,0.333,0.594,1.976,0.78,0.422
"DSS423-13",455.09,455.12,778.55,778.628,778.589,10.366,0.196,1.071,8.604,1.579,0.322
"DSS423-14",455.12,455.15,778.628,778.707,778.668,7.922,0.13,1.369,6.752,1.903,0.781
"DSS423-15",455.15,455.18,778.707,778.785,778.746,2.387,0.216,0.832,2.352,0.508,0.627
"DSS423-16",455.18,455.21,778.785,778.864,778.825,3.769,0.257,1.737,3.268,0.808,1.453
"DSS423-17",455.21,455.24,778.864,778.942,778.903,0.264,0.36,1.009,0.414,0.135,0.973
"DSS423-18",455.24,455.27,778.942,779.015,778.979,0.362,0.936,1.522,0.463,0.115,1.481
"DSS423-19",455.27,455.3,779.015,779.071,779.043,0.485,0.766,1.449,0.548,0.112,1.402
"DSS423-20",455.3,455.33,779.071,779.127,779.099,3.005,0.457,1.47,2.624,0.599,1.241
"DSS423-21",455.33,455.36,779.127,779.183,779.155,3.064,0.557,1.061,2.472,0.747,0.845
"DSS423-22",455.36,455.39,779.183,779.239,779.211,9.32,0.287,1.417,8.41,1.564,0.684
"DSS423-23",455.39,455.42,779.239,779.295,779.267,10.06,0.33,1.21,8.757,1.384,0.448
"DSS423-24",455.42,455.45,779.295,779.351,779.323,6.718,0.294,0.69,5.685,1.728,0.194
"DSS423-25",455.45,455.48,779.351,779.407,779.379,9.103,0.276,0.88,7.748,1.584,0.205
"DSS423-26",455.48,455.51,779.407,779.464,779.436,9.277,0.328,0.883,8.094,1.678,0.178
"DSS423-27",455.51,455.54,779.464,779.52,779.492,6.625,0.217,0.618,5.217,2.205,0.163
"DSS423-28",455.54,455.57,779.52,779.576,779.548,14.912,0.274,1.579,11.363,1.79,0.589
"DSS423-29",455.57,455.61,779.576,779.65,779.613,7.618,0.299,0.849,7.083,1.868,0.232
"DSS423-30",455.61,455.65,779.65,779.725,779.688,1.324,0.742,0.442,1.375,0.543,0.322
"DSS423-31",455.655,455.685,779.735,779.791,779.763,0.894,0.241,0.289,0.992,0.268,0.203
"DSS423-32",455.685,455.715,779.791,779.847,779.819,2.563,0.225,0.617,2.374,0.438,0.411
"DSS423-33",455.715,455.745,779.847,779.903,779.875,1.585,0.569,1.236,1.431,0.287,1.111
"DSS423-34",455.745,455.775,779.903,779.959,779.931,"NaN","NaN","NaN","NaN","NaN","NaN"
"DSS424-4",455.78,455.81,779.968,780.034,780.001,1.686,0.399,0.62,1.383,0.352,0.499
"DSS424-5",455.81,455.84,780.034,780.113,780.074,0.241,0.384,0.264,0.157,0.071,0.25
"DSS424-6",455.84,455.87,780.113,780.193,780.153,0.683,0.343,0.336,0.604,0.129,0.283
"DSS424-7",455.91,455.94,780.298,780.377,780.338,9.898,0.382,0.896,7.226,3.108,0.267
"DSS424-8",455.94,455.97,780.377,780.456,780.417,28.766,0.623,3.365,26.31,3.473,1.073
"DSS424-9",455.97,456,780.456,780.536,780.496,3.67,0.528,0.357,2.005,1.385,0.182
"DSS424-10",456,456.03,780.536,780.615,780.576,4.334,0.521,0.405,3.267,0.727,0.12
"DSS424-11",456.03,456.06,780.615,780.694,780.655,5.197,0.597,1.164,4.341,1.001,0.786
"DSS424-12",456.06,456.09,780.694,780.773,780.734,2.671,0.537,0.712,2.628,0.59,0.483
"DSS424-13",456.09,456.12,780.773,780.852,780.813,2.188,0.411,0.576,1.803,0.439,0.419
"DSS424-14",456.12,456.16,780.852,780.958,780.905,1.517,0.423,0.812,1.149,0.314,0.712
"DSS424-15",456.17,456.2,780.984,781.081,781.033,1.415,0.538,0.86,0.959,0.26,0.776
"DSS424-16",456.2,456.23,781.081,781.181,781.131,4.026,0.451,0.864,3.123,0.84,0.592
"DSS424-17",456.23,456.26,781.181,781.282,781.232,4.133,0.314,0.434,3.18,0.843,0.157
"DSS424-18",456.26,456.29,781.282,781.383,781.333,5.141,0.256,0.408,4.362,1.24,0.028
"DSS424-19",456.29,456.32,781.383,781.483,781.433,7.481,0.327,0.488,6.349,1.384,-0.064
"DSS424-20",456.32,456.35,781.483,781.584,781.534,6.82,0.388,0.412,5.862,1.286,-0.098
"DSS424-21",456.35,456.38,781.584,781.685,781.635,2.987,0.401,0.397,2.402,0.865,0.188
"DSS424-22",456.38,456.41,781.685,781.785,781.735,4.219,0.431,0.624,3.644,0.875,0.307
"DSS424-23",456.41,456.44,781.785,781.886,781.836,1.039,0.378,0.551,1.007,0.404,0.463
"DSS424-24",456.44,456.47,781.886,781.987,781.937,0.533,0.375,0.667,0.362,0.158,0.635
"DSS424-25",456.47,456.5,781.987,782.064,782.026,0.544,0.311,0.767,0.501,0.128,0.723
"DSS424-26",456.5,456.53,782.064,782.138,782.101,1.081,0.77,0.843,0.877,0.216,0.767
"DSS424-27",456.53,456.56,782.138,782.212,782.175,2.258,0.678,0.775,1.647,0.544,0.632
"DSS424-28",456.56,456.59,782.212,782.286,782.249,4.391,0.358,0.627,3.593,0.831,0.314
"DSS424-29",456.59,456.62,782.286,782.36,782.323,6.182,0.317,0.56,4.62,1.155,0.157
"DSS424-30",456.62,456.65,782.36,782.435,782.398,7.292,0.283,0.716,6.13,1.669,0.182
"DSS424-31",456.65,456.68,782.435,782.509,782.472,9.502,0.308,0.857,8.206,1.658,0.142
"DSS424-32",456.68,456.71,782.509,782.583,782.546,3.694,0.262,0.366,2.746,1.018,0.126
"DSS424-33",456.71,456.735,782.583,782.644,782.614,5.188,0.273,0.522,4.363,1.254,0.142
"DSS425-4",456.75,456.78,782.681,782.756,782.719,1.849,0.322,0.458,1.254,0.643,0.349
"DSS425-5",456.78,456.81,782.756,782.83,782.793,1.244,0.266,0.368,1.001,0.315,0.281
"DSS425-6",456.81,456.84,782.83,782.904,782.867,2.237,0.333,0.907,1.973,0.599,0.736
"DSS425-7",456.84,456.87,782.904,782.978,782.941,1.291,0.454,0.611,1.148,0.283,0.511
"DSS425-8",456.87,456.9,782.978,783.056,783.017,0.62,0.471,0.766,0.541,0.165,0.719
"DSS425-9",456.9,456.93,783.056,783.137,783.097,1.793,0.709,0.982,1.271,0.254,0.871
"DSS425-10",456.93,456.96,783.137,783.218,783.178,0.751,0.523,0.521,0.511,0.329,0.477
"DSS425-11",456.96,456.99,783.218,783.298,783.258,4.036,0.31,0.541,3.227,0.757,0.259
"DSS425-12",456.99,457.02,783.298,783.379,783.339,3.345,0.401,0.385,2.791,0.625,0.142
"DSS425-13",457.02,457.05,783.379,783.46,783.42,3.166,0.499,0.39,2.728,0.64,0.153
"DSS425-14",457.05,457.08,783.46,783.54,783.5,3.329,0.472,0.38,2.365,1.097,0.174
"DSS425-15",457.08,457.11,783.54,783.621,783.581,11.198,0.406,0.853,10.095,1.582,-0.026
"DSS425-16",457.11,457.14,783.621,783.702,783.662,5.669,0.4,0.406,4.057,1.561,0.052
"DSS425-17",457.14,457.17,783.702,783.782,783.742,5.332,0.475,1.244,4.393,1.375,0.861
"DSS425-18",457.17,457.2,783.782,783.863,783.823,2.938,0.884,0.993,2.529,0.542,0.773
"DSS425-19",457.2,457.23,783.863,783.944,783.904,1.362,0.905,0.801,1.051,0.258,0.709
"DSS425-20",457.23,457.26,783.944,784.019,783.982,3.434,0.56,1.741,2.687,0.645,1.507
"DSS425-21",457.26,457.29,784.019,784.081,784.05,7.835,0.395,1.824,7.584,1.393,1.164
"DSS425-22",457.29,457.32,784.081,784.143,784.112,5.786,0.308,1.435,4.872,1.235,1.011
"DSS425-23",457.32,457.35,784.143,784.205,784.174,2.892,0.348,0.746,2.545,0.877,0.524
"DSS425-24",457.35,457.38,784.205,784.267,784.236,4.418,0.24,0.442,3.775,0.927,0.113
"DSS425-25",457.38,457.41,784.267,784.329,784.298,7.075,0.275,0.645,6.28,1.281,0.098
"DSS425-26",457.41,457.44,784.329,784.391,784.36,4.252,0.298,0.413,3.359,1.131,0.12
"DSS425-27",457.44,457.47,784.391,784.452,784.422,2.535,0.325,0.33,2.139,0.65,0.144
"DSS425-28",457.47,457.5,784.452,784.514,784.483,2.446,0.341,0.373,2.131,0.51,0.188
"DSS425-29",457.5,457.53,784.514,784.576,784.545,3.248,0.362,0.513,3.026,0.584,0.249
"DSS425-30",457.53,457.56,784.576,784.638,784.607,1.53,0.36,0.342,1.344,0.405,0.225
"DSS425-31",457.56,457.59,784.638,784.7,784.669,1.729,0.329,0.411,1.71,0.373,0.262
"DSS425-32",457.63,457.66,784.783,784.845,784.814,0.309,0.396,0.444,0.372,0.108,0.412
"DSS425-33",457.66,457.69,784.845,784.907,784.876,1.027,0.416,0.61,0.848,0.316,0.536
"DSS426-4",457.69,457.72,784.907,784.969,784.938,5.389,0.629,1.186,4.35,0.894,0.807
"DSS426-5",457.72,457.75,784.969,785.035,785.002,1.031,0.772,0.793,0.608,0.23,0.74
"DSS426-6",457.75,457.78,785.035,785.105,785.07,1.154,0.619,0.845,0.759,0.137,0.779
"DSS426-7",457.78,457.81,785.105,785.174,785.14,3.74,0.357,1.081,2.593,1.273,0.855
"DSS426-8",457.81,457.84,785.174,785.244,785.209,11.208,0.434,1.678,9.641,1.931,0.838
"DSS426-9",457.84,457.87,785.244,785.314,785.279,5.047,0.373,0.634,4.176,1.118,0.27
"DSS426-10",457.87,457.9,785.314,785.384,785.349,6.01,0.443,0.623,4.8,1.413,0.205
"DSS426-11",457.9,457.93,785.384,785.453,785.419,6.022,0.469,0.63,5.244,1.235,0.174
"DSS426-12",457.93,457.96,785.453,785.523,785.488,3.098,0.359,0.383,2.461,0.79,0.169
"DSS426-13",457.96,457.99,785.523,785.593,785.558,3.176,0.343,0.406,2.688,0.684,0.172
"DSS426-14",457.99,458.02,785.593,785.663,785.628,1.785,0.398,0.279,1.423,0.365,0.155
"DSS426-15",458.02,458.05,785.663,785.733,785.698,1.652,0.299,0.373,1.367,0.411,0.254
"DSS426-16",458.05,458.08,785.733,785.802,785.768,2.14,0.239,0.623,1.762,0.522,0.47
"DSS426-17",458.08,458.11,785.802,785.872,785.837,2.384,0.315,0.652,1.811,0.464,0.495
"DSS426-18",458.11,458.14,785.872,785.942,785.907,1.686,0.666,0.696,1.295,0.387,0.583
"DSS426-19",458.14,458.17,785.942,786.01,785.976,1.445,0.567,1.125,1.223,0.286,1.019
"DSS426-20",458.17,458.2,786.01,786.072,786.041,1.707,0.754,0.897,1.105,0.308,0.8
"DSS426-21",458.2,458.23,786.072,786.133,786.103,2.299,0.712,0.776,1.775,0.392,0.621
"DSS426-22",458.23,458.26,786.133,786.195,786.164,2.18,0.398,0.619,1.749,0.569,0.467
"DSS426-23",458.26,458.29,786.195,786.256,786.226,3.507,0.364,0.631,2.985,0.909,0.37
"DSS426-24",458.29,458.32,786.256,786.318,786.287,6.065,0.357,0.458,5.285,1.024,-0.003
"DSS426-25",458.32,458.35,786.318,786.379,786.349,4.314,0.337,0.419,3.401,1.266,0.122
"DSS426-26",458.35,458.38,786.379,786.441,786.41,3.895,0.393,0.435,3.241,0.844,0.153
"DSS426-27",458.38,458.41,786.441,786.502,786.472,3.4,0.343,0.383,2.713,0.812,0.146
"DSS426-28",458.41,458.44,786.502,786.564,786.533,3.743,0.376,0.438,3.155,0.899,0.164
"DSS426-29",458.44,458.47,786.564,786.625,786.595,2.291,0.357,0.231,1.782,0.545,0.076
"DSS426-30",458.47,458.5,786.625,786.686,786.656,0.809,0.274,0.151,0.539,0.223,0.104
"DSS426-31",458.5,458.53,786.686,786.748,786.717,2.913,0.245,0.357,2.443,0.559,0.144
"DSS426-32",458.53,458.56,786.748,786.809,786.779,2.773,0.248,0.549,2.327,0.628,0.346
"DSS426-33",458.56,458.59,786.809,786.871,786.84,1.785,0.314,1.022,1.589,0.52,0.884
"DSS426-34",458.59,458.62,786.871,786.932,786.902,1.854,0.497,1.009,1.397,0.441,0.887
"DSS426-35",458.62,458.65,786.932,786.994,786.963,1.122,0.37,0.664,0.75,0.269,0.599
"DSS426-36",458.65,458.68,786.994,787.07,787.032,0.254,0.557,0.674,0.221,0.09,0.655
"DSS427-4",458.68,458.71,787.07,787.148,787.109,2.66,0.705,0.983,2.056,0.51,0.804
"DSS427-5",458.71,458.74,787.148,787.227,787.188,2.037,0.53,0.723,1.766,0.477,0.569
"DSS427-6",458.74,458.77,787.227,787.305,787.266,5.607,0.354,0.805,4.366,1.237,0.425
"DSS427-7",458.77,458.8,787.305,787.383,787.344,8.291,0.232,0.614,5.877,2.475,0.102
"DSS427-8",458.8,458.83,787.383,787.461,787.422,15.012,0.374,0.892,11.912,2.609,-0.146
"DSS427-9",458.83,458.86,787.461,787.539,787.5,10.033,0.203,0.58,7.352,2.678,-0.061
"DSS427-10",458.86,458.89,787.539,787.617,787.578,10.326,0.239,1.095,8.94,2.021,0.316
"DSS427-11",458.89,458.92,787.617,787.695,787.656,3.069,0.27,0.454,2.109,0.79,0.27
"DSS427-12",458.92,458.95,787.695,787.773,787.734,2.252,0.594,0.619,1.831,0.578,0.46
"DSS427-13",458.95,458.98,787.773,787.852,787.813,1.482,0.75,0.734,1.181,0.318,0.631
"DSS427-14",458.98,459.01,787.852,787.93,787.891,1.56,0.392,0.65,1.165,0.288,0.549
"DSS427-15",459.01,459.04,787.93,788.007,787.969,2.244,0.49,1.018,1.651,0.437,0.874
"DSS427-16",459.04,459.07,788.007,788.083,788.045,1.182,0.315,0.518,0.078,0.023,0.511
"DSS427-17",459.07,459.1,788.083,788.158,788.121,3.606,0.365,0.856,2.784,0.946,0.613
"DSS427-18",459.1,459.13,788.158,788.234,788.196,5.373,0.273,0.661,4.377,0.987,0.28
"DSS427-19",459.13,459.16,788.234,788.309,788.272,4.084,0.297,0.482,3.103,0.98,0.212
"DSS427-20",459.16,459.19,788.309,788.384,788.347,7.106,0.315,0.788,6.18,1.438,0.25
"DSS427-21",459.19,459.22,788.384,788.46,788.422,4.071,0.219,0.432,2.958,0.689,0.174
"DSS427-22",459.22,459.25,788.46,788.535,788.498,3.806,0.267,0.387,2.979,0.659,0.128
"DSS427-24",459.285,459.325,788.623,788.724,788.674,2.58,0.242,0.232,2.059,0.421,0.052
"DSS427-25",459.34,459.37,788.761,788.837,788.799,0.811,0.646,0.34,0.537,0.147,0.293
"DSS427-26",459.37,459.4,788.837,788.912,788.875,0.747,0.558,0.557,0.393,0.125,0.523
"DSS427-27",459.41,459.44,788.937,789.011,788.974,0.322,0.229,0.408,0.149,0.074,0.395
"DSS427-28",459.44,459.47,789.011,789.074,789.043,0.561,0.387,0.505,0.299,0.115,0.479
"DSS427-29",459.47,459.5,789.074,789.137,789.106,1.398,0.375,0.392,0.857,0.365,0.317
"DSS427-30",459.5,459.53,789.137,789.2,789.169,3.811,0.179,0.399,3.14,0.751,0.126
"DSS427-31",459.53,459.56,789.2,789.264,789.232,6.252,0.273,0.756,4.705,0.816,0.347
"DSS427-32",459.56,459.6,789.264,789.348,789.306,"NaN","NaN","NaN","NaN","NaN","NaN"
"DSS427-33",459.6,459.64,789.348,789.432,789.39,8.264,0.374,0.862,6.942,1.305,0.258
"DSS428-7",459.65,459.68,789.454,789.517,789.486,14.667,0.285,1.118,12.332,2.471,0.044
"DSS428-8",459.68,459.71,789.517,789.58,789.549,11.702,0.261,1.387,9.273,2.715,0.58
"DSS428-9",459.71,459.74,789.58,789.643,789.612,3.005,0.279,0.674,2.015,0.806,0.499
"DSS428-10",459.74,459.77,789.643,789.707,789.675,2.982,0.361,0.636,2.144,0.613,0.45
"DSS428-11",459.77,459.8,789.707,789.77,789.739,2.814,0.351,0.691,2.053,0.557,0.512
"DSS428-12",459.8,459.83,789.77,789.833,789.802,2.934,0.367,0.802,2.335,0.627,0.599
"DSS428-13",459.83,459.86,789.833,789.897,789.865,2.072,0.466,0.827,1.568,0.403,0.69
"DSS428-14",459.86,459.89,789.897,789.96,789.929,1.012,0.655,0.76,0.674,0.177,0.701
